SpeciesId,StatArea.CU,CU_Name,BroodYear,Escape,TR2,TR3,TR4,TR5,TR6,TR7,Total,Total.ER,Age2,Age3,Age4,Age5,Age6,Age7
CM,CM-004,Georgia Strait,1974,519724.5254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1975,334229.4687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1976,295309.1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1977,515572.1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1978,669366.0864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1979,373056.2266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1980,585861.1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1981,537083.7178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1982,600125.9734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1983,596075.4304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1984,689225.4977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1985,1082478.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1986,793881.0956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1987,725398.4616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1988,692829.8708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1989,336423.6635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1990,715291.5779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1991,665022.0387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1992,822599.4273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1993,1101299.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1994,874966.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1995,406952.3719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1996,390113.7651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1997,565469.0157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1998,1217503.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,1999,528944.0383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2000,204611.9607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2001,895000.2224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2002,891491.6577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2003,767021.1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2004,948559.5518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2005,600984.8279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2006,718849.4072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2007,630823.6897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2008,484391.0279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2009,516362.2638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2010,313907.1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2011,826501.7675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2012,881641.0565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2013,714061.3127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2014,540672.9212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2015,486086.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2016,1054587.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-004,Georgia Strait,2017,593230.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1953,39768.68531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1954,96544.14173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1955,41479.19488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1956,20745.24151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1957,111707.9738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1958,123444.5858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1959,255699.9324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1960,84672.7072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1961,50066.21495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1962,79724.30223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1963,67757.57127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1964,60448.16262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1965,25586.81557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1966,42899.2878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1967,63744.26815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1968,177452.8404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1969,109932.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1970,182019.6366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1971,60565.89489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1972,462243.8476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1973,360387.6063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1974,202647.7701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1975,98690.97534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1976,175931.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1977,196835.4579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1978,184054.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1979,53456.7587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1980,334212.1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1981,201657.3311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1982,194571.7209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1983,147553.4561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1984,211110.9851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1985,444374.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1986,284980.1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1987,113870.3862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1988,135619.6473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1989,85113.28413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1990,130015.6002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1991,166277.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1992,211051.2936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1993,150805.6311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1994,302697.5208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1995,127452.8471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1996,197681.0739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1997,289293.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1998,117743.6247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,1999,73228.73345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2000,336369.1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2001,576186.3359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2002,597992.2369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2003,682191.6069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2004,1286833.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2005,320275.3437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2006,49872.83283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2007,632119.7747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2008,462482.7009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
